probability,day_of_week,hour,days_to_deliver,delivery_distance
LOW,3,10,6,575.5969323
HIGH,3,10,2,280.7604036
MEDIUM,3,10,3,200.1831265
HIGH,3,10,2,229.2171035
LOW,3,10,6,453.5344609
MEDIUM,3,10,4,465.7461429
LOW,3,10,5,487.5068797
LOW,3,10,6,789.1876075
HIGH,3,10,2,243.083518
MEDIUM,3,10,3,361.8965084
MEDIUM,3,10,4,383.7821323
LOW,3,10,6,670.2201919
LOW,3,10,6,843.9583644
LOW,3,10,6,793.4172754
HIGH,3,10,2,204.6700964
MEDIUM,3,10,4,298.3053572
LOW,3,10,5,421.3594735
LOW,3,10,5,518.4401444
LOW,3,10,6,785.5087364
HIGH,3,10,2,118.2036766
MEDIUM,3,10,3,297.936209
MEDIUM,3,10,4,272.9689835
MEDIUM,3,10,4,386.370659
MEDIUM,3,10,4,442.4586956
MEDIUM,3,10,3,307.0102863
HIGH,3,10,2,153.9102439
MEDIUM,3,10,3,154.2657878
MEDIUM,3,10,4,483.9661053
HIGH,3,10,2,172.6815992
HIGH,3,10,2,241.8763514
MEDIUM,3,10,3,284.6300202
MEDIUM,3,10,3,225.4468628
MEDIUM,3,10,3,382.3930962
LOW,3,10,5,362.1109146
MEDIUM,3,10,4,344.6449117
LOW,3,10,6,637.8405711
LOW,3,10,5,543.8754554
MEDIUM,3,10,3,339.253622
LOW,3,10,6,629.3217229
HIGH,3,10,2,132.3887524
MEDIUM,3,10,3,314.3686745
LOW,3,10,5,320.6283059
MEDIUM,3,10,3,352.2203129
HIGH,3,10,2,195.1187316
LOW,3,10,6,595.4725366
MEDIUM,3,10,4,380.8833218
HIGH,3,10,3,135.9547329
LOW,3,10,6,587.3093767
LOW,3,10,6,473.9997369
LOW,3,10,5,439.8589092
MEDIUM,3,10,4,515.7952135
LOW,3,10,5,499.6521191
MEDIUM,3,10,3,321.1282461
MEDIUM,3,10,3,369.9995601
LOW,3,10,6,657.9059971
HIGH,3,10,2,152.0886361
LOW,3,10,5,617.5502599
LOW,3,10,6,798.3127672
HIGH,3,10,2,161.790932
MEDIUM,3,10,4,374.5876896
LOW,3,10,6,423.9092266
MEDIUM,3,10,3,372.3565304
MEDIUM,3,10,4,313.3361067
HIGH,3,10,2,184.1189856
MEDIUM,3,10,4,319.8492242
LOW,3,10,6,739.330411
MEDIUM,3,10,4,465.1714855
HIGH,3,10,4,315.5838893
MEDIUM,3,11,3,262.1937706
MEDIUM,2,23,3,202.6263443
HIGH,2,23,4,435.7647088
MEDIUM,2,23,2,180.1487965
MEDIUM,2,23,2,276.7615361
LOW,2,23,6,665.7472002
LOW,2,23,4,382.3690787
MEDIUM,2,23,2,191.428221
LOW,2,23,5,370.7306469
HIGH,2,23,4,438.2536191
HIGH,2,23,6,770.4671814
LOW,2,23,5,648.6918024
LOW,2,23,5,618.4811881
HIGH,2,23,5,408.8338767
MEDIUM,2,23,3,321.0033551
LOW,2,23,5,549.087426
HIGH,2,23,4,342.723561
HIGH,2,23,2,204.8639571
MEDIUM,2,23,3,202.529097
LOW,2,23,5,682.6230773
MEDIUM,2,23,2,216.1990483
MEDIUM,2,23,2,161.5778131
LOW,2,23,6,668.0738506
LOW,2,23,6,753.8614729
LOW,2,23,4,470.5322549
MEDIUM,2,23,2,185.4212641
MEDIUM,2,23,3,342.6306947
LOW,2,23,4,414.9895364
MEDIUM,2,23,2,154.3910936
MEDIUM,2,23,2,156.7848877
LOW,2,23,5,619.2725269
LOW,2,23,6,568.5806215
MEDIUM,2,23,3,374.4712602
MEDIUM,2,23,3,285.5312957
LOW,2,23,6,704.6263723
MEDIUM,2,23,2,213.0318774
LOW,3,3,6,677.2485391
MEDIUM,3,3,2,176.4419405
MEDIUM,3,3,3,258.6387951
LOW,3,3,6,666.4389666
HIGH,3,3,5,668.8118281
MEDIUM,3,3,3,211.9582363
LOW,3,10,5,472.4660462
MEDIUM,3,10,3,246.6862888
HIGH,3,10,2,199.4622714
LOW,3,10,5,535.0835043
LOW,3,10,6,655.1541795
LOW,3,10,6,766.974983
LOW,3,10,5,554.4127376
HIGH,3,10,2,219.6331016
LOW,3,10,5,566.0642315
HIGH,3,10,2,228.2668648
MEDIUM,3,10,3,367.3039516
HIGH,3,10,2,191.1741183
MEDIUM,3,10,6,452.6894807
HIGH,3,10,2,196.0293314
MEDIUM,3,10,3,317.8589733
MEDIUM,3,10,3,355.4406597
LOW,3,10,5,589.2777846
LOW,3,10,5,418.4303156
MEDIUM,3,10,5,389.1307758
MEDIUM,3,10,4,483.5034245
LOW,3,10,5,561.4591307
MEDIUM,3,10,3,418.6180129
HIGH,3,10,2,257.512153
MEDIUM,3,10,4,411.7373322
MEDIUM,3,6,2,262.2216276
MEDIUM,3,6,3,262.2974162
MEDIUM,3,6,3,388.3919952
LOW,3,6,6,483.1260049
MEDIUM,3,6,3,244.2407262
LOW,3,6,5,314.1023347
MEDIUM,3,6,3,339.4226068
MEDIUM,3,6,4,489.9143633
LOW,3,6,5,519.2169608
MEDIUM,3,6,6,629.6545143
LOW,3,6,5,546.1148464
MEDIUM,3,6,4,457.8347416
LOW,3,6,6,585.0648496
LOW,3,6,6,643.9815869
MEDIUM,3,6,4,397.4028311
MEDIUM,3,6,3,217.7704476
LOW,3,6,5,520.411207
HIGH,3,6,3,223.6055372
LOW,3,6,5,792.6222472
LOW,3,6,6,645.0483588
MEDIUM,3,6,3,361.2133041
MEDIUM,3,6,4,454.5534438
MEDIUM,3,6,4,391.8897089
MEDIUM,3,6,5,527.659762
HIGH,3,6,6,544.9499123
MEDIUM,3,6,4,486.1265197
MEDIUM,3,6,4,558.9772127
LOW,3,6,5,411.4148751
HIGH,3,6,3,332.7387741
MEDIUM,3,6,3,268.0504723
MEDIUM,3,6,3,353.3350452
LOW,3,17,6,472.7256019
MEDIUM,3,17,4,371.8501272
MEDIUM,3,17,3,321.5148079
HIGH,3,17,2,230.2298772
MEDIUM,3,17,3,397.7666547
LOW,3,17,5,390.7934342
HIGH,3,17,4,366.4697951
LOW,3,17,5,723.3148942
MEDIUM,3,17,4,412.7544404
MEDIUM,3,17,3,338.7003775
HIGH,3,17,2,333.0542763
LOW,3,17,5,532.5045934
HIGH,3,17,2,193.8570078
MEDIUM,3,17,4,526.3209931
LOW,3,17,6,614.3704567
LOW,3,17,5,529.3137728
LOW,3,17,6,624.187121
HIGH,3,17,2,202.2759848
MEDIUM,3,17,4,332.5305599
HIGH,3,17,2,164.5465842
MEDIUM,3,17,4,386.7986211
MEDIUM,3,17,4,489.1169333
MEDIUM,3,17,3,320.368466
MEDIUM,3,17,3,214.860198
LOW,3,17,6,407.7288415
HIGH,3,17,5,715.5686101
LOW,3,17,6,453.1774574
MEDIUM,3,17,3,327.8546134
MEDIUM,3,17,4,490.6717672
MEDIUM,3,17,4,313.8102857
MEDIUM,3,17,4,377.1679779
MEDIUM,3,17,3,355.4629888
MEDIUM,3,17,3,302.6027205
MEDIUM,2,22,3,280.0564988
HIGH,2,22,6,644.0008296
LOW,2,22,5,658.5724546
MEDIUM,2,22,3,236.0805943
LOW,2,22,5,570.3274723
LOW,2,22,6,624.7932565
MEDIUM,2,22,2,153.0673348
MEDIUM,2,22,3,234.5078347
MEDIUM,2,22,3,258.7682905
MEDIUM,2,22,6,495.1534055
LOW,2,22,4,493.4185171
MEDIUM,2,22,3,309.9065302
LOW,2,22,5,772.8047045
LOW,2,22,5,483.7668896
MEDIUM,2,22,2,189.0205692
MEDIUM,2,22,2,134.6279192
LOW,2,22,5,434.8423525
LOW,2,22,5,529.6188157
LOW,2,22,6,666.6508813
LOW,2,22,5,666.2931388
MEDIUM,2,15,3,272.4057435
LOW,2,15,5,489.8479558
MEDIUM,2,15,4,438.089944
LOW,2,15,6,593.5808632
LOW,2,15,5,471.3765419
MEDIUM,3,10,4,448.4434058
LOW,3,10,5,585.700716
LOW,3,10,6,735.4897382
LOW,3,10,6,474.2270876
LOW,3,10,6,808.3207309
HIGH,3,10,2,158.127895
HIGH,3,10,2,215.6425557
HIGH,3,10,2,222.8331414
LOW,3,10,5,359.435047
LOW,3,10,5,421.963576
MEDIUM,3,10,3,200.3555601
HIGH,3,10,2,260.5876636
LOW,3,10,6,806.7186515
MEDIUM,3,10,4,434.791696
HIGH,3,10,2,232.354856
MEDIUM,3,10,4,497.1272181
LOW,3,10,6,604.3941474
MEDIUM,3,10,4,382.2472197
LOW,3,10,6,653.5389602
LOW,3,10,6,687.5863977
HIGH,3,10,2,208.3559153
MEDIUM,3,10,3,256.8454511
HIGH,3,10,2,216.8006652
LOW,3,10,5,399.0590742
HIGH,3,10,2,202.9421439
MEDIUM,3,10,3,426.7758969
MEDIUM,3,10,3,389.1864736
LOW,3,10,6,678.1034865
HIGH,3,10,2,232.927488
LOW,3,10,5,529.9949694
HIGH,3,10,2,190.7799813
MEDIUM,3,10,3,331.3002503
LOW,3,10,5,641.6565099
LOW,3,10,5,373.8614513
HIGH,3,10,5,485.1925979
LOW,3,10,5,674.8373596
MEDIUM,3,10,3,323.1715898
LOW,3,10,5,551.112306
LOW,2,22,6,590.0789189
LOW,2,22,4,417.5380326
MEDIUM,2,22,3,190.4687144
LOW,2,22,4,344.1609219
MEDIUM,2,22,3,231.7856247
LOW,2,22,4,414.9731835
LOW,2,22,6,471.9441994
LOW,2,22,6,673.5327999
HIGH,2,22,6,694.9341132
LOW,2,22,5,542.6150803
LOW,2,22,6,756.9561299
MEDIUM,2,22,2,168.9636625
MEDIUM,2,22,3,379.8952722
LOW,2,22,4,257.9087786
LOW,2,22,4,427.9812996
LOW,2,22,6,715.7086761
MEDIUM,2,22,6,535.4271412
LOW,2,22,6,426.3534514
LOW,2,22,5,602.729153
MEDIUM,2,22,2,187.3599933
MEDIUM,2,22,2,247.8709947
LOW,2,22,4,299.9369611
LOW,2,22,5,560.0408453
MEDIUM,2,22,3,314.8173582
LOW,2,22,4,390.5249376
MEDIUM,2,22,2,142.9123879
MEDIUM,2,22,2,274.5199252
LOW,2,22,4,352.5305614
LOW,2,22,6,674.6330282
HIGH,2,22,6,603.4411764
HIGH,2,22,4,346.0330726
LOW,3,17,5,528.6983911
MEDIUM,3,17,3,292.5842458
LOW,3,17,6,452.250612
LOW,3,17,6,715.3845002
LOW,3,17,5,640.7040647
MEDIUM,3,17,3,372.3335779
MEDIUM,3,17,4,486.6403774
LOW,3,17,6,676.13824
MEDIUM,3,17,4,501.261745
MEDIUM,3,17,3,290.7286088
LOW,3,17,5,460.6673907
HIGH,3,17,2,199.6893557
MEDIUM,3,17,3,243.2572675
MEDIUM,3,17,4,363.7272812
HIGH,3,17,2,173.7152519
HIGH,3,17,2,122.4052947
HIGH,3,17,2,192.3312228
HIGH,3,17,2,215.8181957
LOW,3,17,5,565.8949491
MEDIUM,3,17,4,475.1937869
MEDIUM,3,17,4,312.2872991
MEDIUM,3,17,4,586.2595857
HIGH,3,17,2,181.7929057
MEDIUM,3,17,3,276.40768
MEDIUM,3,17,3,245.0106817
HIGH,3,17,2,231.0075042
LOW,3,17,6,415.9236466
HIGH,3,17,2,199.5838177
MEDIUM,3,17,4,330.5162487
MEDIUM,3,2,3,419.0563164
LOW,3,2,6,760.4866566
MEDIUM,3,2,2,184.5044931
LOW,3,2,6,708.1424718
MEDIUM,3,2,3,276.3188921
LOW,3,2,6,512.0220693
MEDIUM,3,2,2,181.5083512
LOW,3,2,6,491.5994643
LOW,3,2,6,595.1944755
LOW,3,2,4,409.4100993
MEDIUM,3,2,2,242.7636474
HIGH,3,2,2,264.0171962
LOW,3,2,6,561.3046927
LOW,3,2,5,460.8646877
LOW,3,2,5,613.6520718
LOW,3,2,5,523.5137971
LOW,3,2,5,574.9740245
MEDIUM,3,2,3,354.1187751
HIGH,3,2,6,502.9238865
LOW,3,2,4,333.5417792
MEDIUM,3,2,2,217.193238
LOW,3,2,4,295.2464555
MEDIUM,3,2,2,235.0431851
LOW,3,2,5,475.3781066
LOW,3,2,5,631.6078097
LOW,3,2,4,500.8834499
HIGH,3,2,3,363.8820958
LOW,3,2,4,483.6491526
LOW,3,2,6,443.5563658
LOW,3,2,4,283.6566091
LOW,3,2,4,417.5337533
LOW,3,2,6,605.869268
MEDIUM,3,2,2,198.266324
LOW,3,21,6,395.3847223
MEDIUM,3,21,3,266.9885002
MEDIUM,3,21,2,205.959115
LOW,3,21,5,573.1029398
MEDIUM,3,21,3,310.7119385
LOW,3,21,5,653.2749809
LOW,3,21,5,555.1592341
LOW,3,21,5,441.7248452
MEDIUM,3,21,3,205.9396722
LOW,3,21,4,371.157414
LOW,3,21,6,651.5236492
LOW,3,21,5,437.1304476
LOW,3,21,4,510.3728546
MEDIUM,3,21,3,312.9405276
MEDIUM,3,21,2,235.7071269
LOW,3,21,6,490.1930373
LOW,3,21,5,537.7052934
MEDIUM,3,21,3,275.5395937
LOW,3,21,6,597.6400088
MEDIUM,3,21,2,197.8477206
LOW,3,21,4,503.3438714
MEDIUM,3,21,2,205.495276
LOW,3,21,4,548.5378468
MEDIUM,3,6,2,306.0496596
LOW,3,6,6,563.6360877
LOW,3,6,5,623.2803435
LOW,3,6,5,528.4468419
MEDIUM,3,6,3,346.2266521
LOW,3,6,6,629.1230926
MEDIUM,3,6,2,254.5753128
MEDIUM,3,6,2,252.559591
LOW,3,6,5,490.9315352
LOW,3,6,6,629.6209275
MEDIUM,3,6,4,423.7825221
LOW,3,6,6,612.0989486
LOW,3,6,5,483.1636565
MEDIUM,3,6,3,344.0807173
MEDIUM,3,6,3,317.2607572
HIGH,3,6,2,233.0975973
MEDIUM,3,6,4,415.3082746
HIGH,3,6,6,582.3991124
MEDIUM,3,6,4,328.0785069
MEDIUM,3,6,4,245.3746481
LOW,3,6,5,582.3113424
LOW,2,22,5,575.835446
MEDIUM,2,22,3,311.0133544
MEDIUM,2,22,2,237.0600472
LOW,2,22,5,271.9188967
MEDIUM,2,22,2,232.3869011
LOW,2,22,5,688.9599682
MEDIUM,3,2,3,246.6614306
LOW,3,2,6,897.7517228
MEDIUM,3,2,3,330.1657577
LOW,3,2,4,370.3457775
MEDIUM,3,2,3,345.0841147
LOW,3,2,6,548.962657
LOW,3,2,4,426.1987546
MEDIUM,3,2,2,213.5759645
MEDIUM,3,2,3,272.4004713
LOW,3,2,6,515.0174157
MEDIUM,3,2,2,183.4896641
LOW,3,2,4,296.0583474
LOW,3,2,4,409.542829
MEDIUM,3,2,2,246.5419255
LOW,3,2,6,491.9689257
MEDIUM,3,2,2,188.4108062
LOW,3,2,6,649.3237775
MEDIUM,3,2,3,287.7116216
LOW,3,2,5,535.900897
LOW,3,2,5,644.6947282
LOW,3,2,6,255.7191741
MEDIUM,3,2,3,228.3055014
LOW,3,2,6,791.6380448
MEDIUM,3,2,2,155.6323204
LOW,3,2,5,463.6326345
LOW,3,2,6,613.6468052
MEDIUM,3,2,2,291.2812276
MEDIUM,3,2,3,304.4827502
LOW,3,2,4,507.9201759
LOW,3,2,5,571.7940303
MEDIUM,3,2,2,163.7209475
MEDIUM,3,2,2,186.1586217
LOW,3,2,4,448.8860214
MEDIUM,3,2,3,320.1073479
MEDIUM,3,2,2,230.2477738
MEDIUM,2,15,4,366.8763628
MEDIUM,2,15,4,553.2387006
HIGH,2,15,2,276.0544732
LOW,2,15,6,573.2910799
HIGH,2,15,2,209.4721826
HIGH,2,15,2,263.8189645
HIGH,2,15,2,248.3200595
HIGH,2,15,2,200.1611313
LOW,2,15,5,461.39684
MEDIUM,2,15,4,388.0849158
LOW,2,15,6,525.7619071
LOW,2,15,5,643.1651596
MEDIUM,2,15,3,388.017145
LOW,2,15,5,598.0182238
HIGH,3,10,2,214.6959828
LOW,3,10,6,267.0554604
LOW,3,10,6,725.2392607
LOW,3,10,6,505.5274053
LOW,3,10,5,379.8271932
MEDIUM,3,10,4,500.5269052
MEDIUM,3,10,4,576.926232
MEDIUM,3,10,3,278.4236722
MEDIUM,3,10,4,464.4039998
MEDIUM,3,10,4,453.1287453
MEDIUM,3,10,3,387.7330141
MEDIUM,3,10,3,244.3246505
LOW,3,10,6,733.2218068
HIGH,3,10,6,165.6455634
LOW,3,10,6,710.9580108
LOW,3,10,5,692.4919799
LOW,3,10,5,506.302639
LOW,3,10,5,319.8945286
HIGH,3,10,2,197.9215464
LOW,3,10,6,791.5232378
HIGH,3,10,5,348.635112
MEDIUM,3,10,3,376.537475
MEDIUM,3,10,3,352.2498621
HIGH,3,10,2,275.8222174
LOW,3,10,6,455.1488908
MEDIUM,3,10,3,347.4570819
MEDIUM,3,10,4,507.8188776
MEDIUM,3,10,3,329.2229856
LOW,3,10,5,473.2718612
MEDIUM,2,15,4,346.0437371
MEDIUM,2,15,3,367.3442016
HIGH,2,15,2,199.5213768
MEDIUM,2,15,3,341.3096698
MEDIUM,2,15,4,511.7869686
MEDIUM,2,15,3,301.1324776
HIGH,2,15,2,171.928942
MEDIUM,2,15,3,287.683038
LOW,2,15,6,413.3827856
MEDIUM,2,15,3,301.8338428
HIGH,2,15,2,157.5450338
LOW,2,15,5,430.1218903
MEDIUM,2,15,3,292.3204452
HIGH,2,15,2,199.370132
LOW,2,15,6,439.2972555
LOW,2,15,6,617.2518368
LOW,2,15,5,640.915607
LOW,2,15,6,470.0106141
MEDIUM,2,15,3,341.4481159
MEDIUM,2,15,6,478.8317041
HIGH,2,15,2,231.4021936
HIGH,2,15,6,645.937916
HIGH,2,15,5,419.3702172
MEDIUM,2,15,3,252.5369758
MEDIUM,3,21,2,185.0469245
MEDIUM,3,21,2,213.9689747
MEDIUM,3,21,3,330.962096
LOW,3,21,4,409.6617797
LOW,3,21,5,588.2130973
LOW,3,17,6,344.5069439
MEDIUM,3,17,6,481.2087763
MEDIUM,3,17,3,333.6738098
LOW,3,17,5,321.7138182
MEDIUM,3,17,3,232.5013502
HIGH,3,17,2,198.6718036
LOW,3,17,5,383.4134036
LOW,3,17,5,679.3695396
MEDIUM,3,17,3,282.9459828
LOW,3,17,6,461.5782514
LOW,3,17,5,652.2795581
LOW,3,17,6,561.1693153
LOW,3,17,5,427.2804937
MEDIUM,3,17,4,447.5010264
MEDIUM,3,17,3,354.5285549
MEDIUM,3,17,4,429.7256064
LOW,3,17,5,409.8252593
LOW,3,17,5,627.7802028
MEDIUM,3,17,3,216.1010245
MEDIUM,3,17,3,258.5803585
LOW,3,17,6,600.8878743
MEDIUM,3,17,3,318.2889333
MEDIUM,3,17,3,296.2274814
MEDIUM,3,17,3,394.6329232
MEDIUM,3,17,4,392.6365012
MEDIUM,3,17,4,565.6876975
MEDIUM,3,17,5,439.9320722
MEDIUM,3,17,4,383.1614928
HIGH,3,17,2,186.644729
MEDIUM,3,17,3,319.3116729
HIGH,3,17,4,481.6677924
MEDIUM,3,17,2,268.5726578
LOW,3,17,6,725.9768353
LOW,3,6,6,785.5981122
MEDIUM,3,6,4,328.5718574
MEDIUM,3,6,2,179.1656431
MEDIUM,3,6,4,513.8769208
MEDIUM,3,6,2,222.1987294
LOW,3,6,6,679.8328967
MEDIUM,3,6,3,316.0636373
LOW,3,6,5,395.7242636
LOW,3,6,5,341.2016577
MEDIUM,3,6,3,234.7892595
LOW,3,6,6,578.467322
LOW,3,6,6,735.7591245
MEDIUM,3,6,2,201.4189103
MEDIUM,3,6,2,250.4556151
HIGH,3,10,2,250.3423153
MEDIUM,3,10,3,405.3308906
MEDIUM,3,10,3,289.2260575
HIGH,3,10,2,236.3856948
LOW,3,10,5,560.0395127
MEDIUM,3,10,3,231.4631558
MEDIUM,3,10,3,336.1834218
HIGH,3,10,2,214.0920126
HIGH,3,10,2,151.5294487
MEDIUM,3,10,4,484.5996244
MEDIUM,3,10,3,345.5176455
LOW,3,10,6,636.9731933
HIGH,3,10,2,223.4133266
LOW,3,10,5,388.2231593
MEDIUM,3,10,4,408.2231137
MEDIUM,3,10,3,268.8391312
LOW,3,10,5,512.1465516
LOW,3,10,5,348.4127167
MEDIUM,3,10,3,289.4502039
MEDIUM,3,10,3,331.5118075
LOW,3,10,5,619.5537139
LOW,3,10,6,517.2394638
MEDIUM,3,10,3,311.1542666
LOW,3,10,5,476.7877136
LOW,3,10,6,594.1689366
LOW,3,10,6,600.5544613
MEDIUM,3,10,4,534.5022866
LOW,3,10,6,784.8112879
HIGH,3,10,2,203.9181887
MEDIUM,3,10,4,304.958621
HIGH,3,10,2,226.197842
MEDIUM,3,10,4,275.4032605
MEDIUM,3,10,3,319.6906258
HIGH,3,10,2,174.8309584
HIGH,3,10,6,625.9150288
LOW,3,10,5,640.5582047
LOW,3,10,6,654.6412137
HIGH,3,10,2,212.906295
MEDIUM,3,10,3,420.8351619
LOW,3,10,5,668.6459933
HIGH,3,10,2,251.6877009
MEDIUM,3,10,4,369.8268904
LOW,3,10,6,527.2261013
LOW,3,10,5,635.9559972
HIGH,3,10,5,750.2144412
LOW,3,10,5,531.0056934
MEDIUM,3,10,6,860.9123285
LOW,3,10,6,644.1249165
HIGH,3,10,2,127.2680165
MEDIUM,3,10,4,326.9157767
MEDIUM,3,10,4,398.1645444
LOW,3,10,6,496.2099884
MEDIUM,3,10,2,181.5469636
HIGH,3,10,2,242.5496288
HIGH,3,10,2,262.1458454
MEDIUM,3,10,3,196.9861153
MEDIUM,3,10,4,299.5994448
HIGH,3,10,2,171.9763666
LOW,3,6,5,647.5529373
MEDIUM,3,6,2,244.7295405
LOW,3,6,5,554.7839112
MEDIUM,3,6,4,540.185636
MEDIUM,3,6,2,246.1013286
LOW,3,6,6,523.6211623
MEDIUM,3,6,2,279.8228382
MEDIUM,3,6,2,164.3366313
MEDIUM,3,6,2,186.0785755
LOW,3,6,5,534.9064325
MEDIUM,3,6,3,291.9491139
LOW,3,6,6,575.3637617
MEDIUM,3,6,3,318.2367504
MEDIUM,3,6,2,181.5423516
MEDIUM,3,6,2,224.0602535
LOW,3,6,5,508.2915993
LOW,3,6,5,488.1342628
MEDIUM,3,6,2,210.0635035
MEDIUM,3,6,4,514.3355999
MEDIUM,3,6,3,275.6109872
MEDIUM,3,6,4,371.8349787
MEDIUM,3,6,3,188.6794272
LOW,3,6,5,501.808778
LOW,3,6,6,835.1262665
MEDIUM,3,6,2,240.1152644
MEDIUM,3,6,2,161.5111924
MEDIUM,3,6,4,413.459412
LOW,3,6,5,406.7846885
MEDIUM,3,6,2,223.7786424
HIGH,3,14,2,158.081197
HIGH,3,14,2,289.1232857
LOW,3,14,5,565.2270702
LOW,3,14,6,563.5207453
LOW,3,14,5,418.2174654
MEDIUM,3,14,4,416.2629546
MEDIUM,3,14,3,352.1011491
MEDIUM,3,14,3,382.9335153
HIGH,3,14,6,868.8223184
MEDIUM,3,14,3,285.8365959
MEDIUM,3,14,3,403.1580484
HIGH,3,14,2,183.0554211
MEDIUM,3,14,4,565.0971129
MEDIUM,3,14,4,358.1221683
MEDIUM,3,14,4,391.6262396
MEDIUM,3,14,3,262.5366217
MEDIUM,3,14,4,371.512694
MEDIUM,3,14,4,367.2942384
MEDIUM,3,14,4,452.7389574
HIGH,3,14,2,162.2697451
HIGH,3,14,2,124.1903275
LOW,3,14,5,648.2795171
MEDIUM,3,14,4,401.3449705
MEDIUM,3,14,4,446.4917338
LOW,3,14,6,715.8117963
LOW,3,14,5,499.0485784
MEDIUM,3,14,4,343.2454205
LOW,3,14,5,484.4653464
LOW,3,14,5,622.3913041
MEDIUM,3,14,3,307.9221425
HIGH,3,14,2,271.5282427
MEDIUM,3,14,4,298.2888382
MEDIUM,3,14,4,321.5546621
MEDIUM,3,14,4,337.0958047
MEDIUM,3,14,4,417.9933802
MEDIUM,3,14,3,220.7028085
LOW,3,14,5,537.3635573
MEDIUM,3,14,3,262.4899166
LOW,3,11,5,549.566597
HIGH,3,11,6,538.1587689
HIGH,3,11,2,210.3275545
HIGH,3,11,2,265.4842815
MEDIUM,3,11,3,281.2190527
LOW,3,11,5,434.4856007
MEDIUM,3,11,4,471.2891535
MEDIUM,3,11,4,467.3183656
HIGH,3,11,3,224.9485813
HIGH,3,11,2,217.0669263
LOW,3,11,6,689.8242908
HIGH,3,11,2,293.9896201
MEDIUM,3,11,4,388.9937536
MEDIUM,3,11,4,405.9722903
LOW,3,11,6,496.7172524
HIGH,3,11,5,453.679504
LOW,3,11,6,711.9009472
LOW,3,11,5,498.6416163
HIGH,3,11,2,266.9346061
LOW,3,11,6,672.3339091
MEDIUM,3,11,3,297.069395
HIGH,3,11,2,171.8743412
MEDIUM,3,11,4,416.0182555
HIGH,3,11,2,253.521822
LOW,3,11,5,546.5568993
MEDIUM,3,11,4,357.715184
LOW,3,11,6,738.2382719
MEDIUM,3,11,6,714.4056242
HIGH,3,11,2,197.0448481
MEDIUM,3,11,3,372.8063685
LOW,3,11,5,317.3766796
MEDIUM,3,11,4,476.8432818
LOW,3,11,5,574.3808044
LOW,3,11,6,698.1064662
LOW,3,11,5,459.7173718
HIGH,3,11,2,248.1157127
HIGH,3,11,2,224.3509514
HIGH,3,14,4,495.4577579
LOW,3,14,5,538.4680089
MEDIUM,3,14,3,339.932136
MEDIUM,3,14,6,699.8663751
LOW,3,14,6,588.0060048
HIGH,3,14,2,229.8016403
MEDIUM,3,14,3,429.7242182
MEDIUM,3,14,2,222.8163635
HIGH,3,14,2,265.2652969
HIGH,3,14,2,233.1499839
LOW,3,14,5,202.8219464
MEDIUM,3,14,3,263.924883
LOW,3,14,5,384.4953957
LOW,3,14,5,583.0788948
LOW,3,14,5,405.0170181
LOW,3,14,6,768.8844248
LOW,3,14,6,489.6238666
LOW,3,14,6,634.1594189
LOW,3,14,5,608.8682362
MEDIUM,3,14,4,360.2744854
MEDIUM,3,14,4,316.0463443
LOW,3,14,6,551.6070974
MEDIUM,3,14,4,412.9724112
MEDIUM,3,14,4,421.3200997
MEDIUM,3,14,4,398.0476693
LOW,3,14,5,356.3855333
HIGH,3,14,2,183.1246016
MEDIUM,3,14,3,251.6217445
LOW,3,14,5,493.2922714
LOW,3,14,5,486.8259008
LOW,3,14,6,602.6335437
HIGH,3,14,5,652.4107382
LOW,3,14,5,517.8565755
LOW,3,14,5,592.1200254
MEDIUM,3,14,3,425.6331692
MEDIUM,3,14,3,287.1029871
MEDIUM,3,14,4,348.8643897
HIGH,3,14,3,288.683514
MEDIUM,3,14,4,535.5892683
LOW,3,14,5,573.4015633
MEDIUM,3,14,4,431.4621141
MEDIUM,3,14,3,402.334567
HIGH,3,14,2,264.7222953
LOW,3,14,5,631.191518
LOW,3,14,5,606.1730405
MEDIUM,3,14,3,424.4539777
HIGH,3,14,2,329.8059704
LOW,3,14,5,488.5871953
HIGH,3,14,2,222.5848246
MEDIUM,3,21,3,373.7744603
LOW,3,21,4,409.1738868
MEDIUM,3,21,2,230.9741566
LOW,3,21,5,483.179887
MEDIUM,3,21,3,267.82999
MEDIUM,3,17,4,294.9331006
LOW,3,17,5,325.8838174
MEDIUM,3,17,2,209.8805782
LOW,3,17,5,534.2468652
MEDIUM,3,17,3,323.9127225
LOW,3,17,5,570.7924341
LOW,3,17,5,444.0178244
HIGH,3,17,4,428.2650466
MEDIUM,3,17,3,236.9504598
MEDIUM,3,17,4,474.6413311
MEDIUM,3,17,3,277.949925
LOW,3,17,6,677.4967951
MEDIUM,3,17,4,466.5580013
LOW,3,17,5,363.4061662
LOW,3,17,6,723.821437
HIGH,3,17,2,213.1009157
LOW,3,17,5,455.5752587
HIGH,3,17,2,204.4012882
HIGH,3,17,4,583.0398029
LOW,3,17,5,557.4033489
LOW,3,17,6,722.5993321
MEDIUM,3,17,4,534.9867019
LOW,2,15,5,504.5276274
HIGH,2,15,2,236.500197
LOW,2,15,6,751.8007732
MEDIUM,2,15,4,317.5623123
MEDIUM,2,15,4,371.779063
MEDIUM,2,15,4,328.1293209
MEDIUM,2,15,2,214.999029
MEDIUM,2,15,4,482.2481929
